DepMap ID,KLF5 log2(TPM+1) Expression Public 22Q4,filter,Cell Line Name,Primary Disease, Custom cell line group,Lineage
ACH-002038,6.877866923,1,HSKTC,"Ovarian Cancer, Other",out group,Ovary/Fallopian Tube
ACH-000537,3.496973581,1,SNU761,Hepatocellular Carcinoma,out group,Liver
ACH-000419,1.416839742,1,KMS28BM,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000724,4.823239844,1,HT1376,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000522,0.782408565,1,UMUC3,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-001549,4.72900887,1,LU135,Lung Neuroendocrine Tumor,out group,Lung
ACH-000706,5.947432389,1,EKVX,Non-Small Cell Lung Cancer,out group,Lung
ACH-000737,1.333423734,1,NCIH1385,Non-Small Cell Lung Cancer,out group,Lung
ACH-000548,6.229011037,1,BHY,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-001839,5.415488271,1,ICC137,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-001799,3.987320866,1,LPS141,Liposarcoma,out group,Soft Tissue
ACH-001573,0.790772038,1,MOLM1,Myeloproliferative Neoplasms,out group,Myeloid
ACH-000425,1.298658316,1,UACC62,Melanoma,out group,Skin
ACH-000375,0.333423734,1,G402,Renal Cell Carcinoma,out group,Kidney
ACH-000753,3.98550043,1,JMSU1,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000275,0.910732662,1,HS834T,Non-Cancerous,out group,Fibroblast
ACH-000735,5.022367813,1,PECAPJ49,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000654,0.432959407,1,RAJI,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001067,0.659924558,1,F5,Meningothelial Tumor,out group,CNS/Brain
ACH-000170,5.275752049,1,PRECLH,Non-Cancerous,out group,Prostate
ACH-001394,4.786073552,1,SUM229PE,Invasive Breast Carcinoma,out group,Breast
ACH-000404,2.477677328,1,K029AX,Melanoma,out group,Skin
ACH-000882,1.799087306,1,IGR1,Melanoma,out group,Skin
ACH-001509,7.159467729,1,H357,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000210,0.933572638,1,CADOES1,Ewing Sarcoma,out group,Bone
ACH-000254,5.333781501,1,SCC15,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000604,0.622930351,1,KYO1,Myeloproliferative Neoplasms,out group,Myeloid
ACH-000090,4.98230913,1,PC3,Prostate Adenocarcinoma,out group,Prostate
ACH-000195,0.485426827,1,SET2,Acute Myeloid Leukemia,out group,Myeloid
ACH-001791,1.03562391,1,LPS6,Liposarcoma,out group,Soft Tissue
ACH-001650,7.455080585,1,SISO,Cervical Adenocarcinoma,out group,Cervix
ACH-000605,5.926473911,1,TE6,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-000458,6.388878339,1,CJM,Melanoma,out group,Skin
ACH-002084,1.531069493,1,MMAC,Melanoma,out group,Skin
ACH-000004,0.5360529,1,HEL,Acute Myeloid Leukemia,out group,Myeloid
ACH-000251,3.812498225,1,NCIH2887,Non-Small Cell Lung Cancer,out group,Lung
ACH-000241,0.432959407,1,JK1,Myeloproliferative Neoplasms,out group,Myeloid
ACH-001194,2.232660757,1,SKRC31,Renal Cell Carcinoma,out group,Kidney
ACH-002055,0.124328135,1,TL1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001443,2.803227036,1,ASH3,Anaplastic Thyroid Cancer,out group,Thyroid
ACH-000688,4.176322773,1,OV7,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000405,0.839959587,1,MEC1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000821,1.214124805,1,EJM,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001677,1.526068812,1,U2904,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001627,6.207307223,1,P4E6,Prostate Adenocarcinoma,out group,Prostate
ACH-000951,4.894332742,1,NCIH2342,Non-Small Cell Lung Cancer,out group,Lung
ACH-001036,0.485426827,1,CMK115,Acute Myeloid Leukemia,out group,Myeloid
ACH-000547,4.336283388,1,HT1197,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000826,6.61603416,1,CAL12T,Non-Small Cell Lung Cancer,out group,Lung
ACH-001147,0.704871964,1,OCILY12,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000162,1.459431619,1,GA10,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001751,2.435628594,1,RH36,Rhabdomyosarcoma,out group,Soft Tissue
ACH-000018,5.081936082,1,T24,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000721,5.449231201,1,HMC18,Invasive Breast Carcinoma,out group,Breast
ACH-000003,5.734167661,1,CACO2,Colorectal Adenocarcinoma,in group,Bowel
ACH-000092,2.580145484,1,NCIH2452,Pleural Mesothelioma,out group,Pleura
ACH-000669,4.744699314,1,SW900,Non-Small Cell Lung Cancer,out group,Lung
ACH-001099,0.163498732,1,KD,Embryonal Tumor,out group,CNS/Brain
ACH-000648,1.956056652,1,NCIH28,Pleural Mesothelioma,out group,Pleura
ACH-000950,7.393004257,1,LOVO,Colorectal Adenocarcinoma,in group,Bowel
ACH-000050,0.613531653,1,NCIH929,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001106,0.432959407,1,KOPN8,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000367,3.709290636,1,NCIH226,Pleural Mesothelioma,out group,Pleura
ACH-000589,4.972692654,1,NCIH1437,Non-Small Cell Lung Cancer,out group,Lung
ACH-000564,0.941106311,1,KHM1B,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001522,1.794935663,1,HMY1,Melanoma,out group,Skin
ACH-000831,2.111031312,1,HEC50B,Endometrial Carcinoma,out group,Uterus
ACH-000424,0.632268215,1,TC71,Ewing Sarcoma,out group,Bone
ACH-000409,3.57167681,1,OVSAHO,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000616,4.660495132,1,HS746T,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000628,6.712045449,1,NCIH596,Non-Small Cell Lung Cancer,out group,Lung
ACH-000512,3.257010618,1,INA6,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000232,3.060047384,1,U251MG,Diffuse Glioma,out group,CNS/Brain
ACH-000820,7.165107985,1,SW403,Colorectal Adenocarcinoma,in group,Bowel
ACH-001295,1.726831217,1,Y79,Retinoblastoma,out group,Eye
ACH-001164,0.731183242,1,CCLFPEDS0003T,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,out group,Soft Tissue
ACH-000806,0.201633861,1,L540,Hodgkin Lymphoma,out group,Lymphoid
ACH-000645,1.803227036,1,JL1,Pleural Mesothelioma,out group,Pleura
ACH-000099,0.731183242,1,SIMA,Neuroblastoma,out group,Peripheral Nervous System
ACH-000902,3.22650853,1,CAL148,Invasive Breast Carcinoma,out group,Breast
ACH-000649,2.622930351,1,786O,Renal Cell Carcinoma,out group,Kidney
ACH-000086,2.843983844,1,ACCMESO1,Pleural Mesothelioma,out group,Pleura
ACH-000149,1.389566812,1,SKNSH,Neuroblastoma,out group,Peripheral Nervous System
ACH-000142,5.439623138,1,CAL29,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000227,0.485426827,1,KPNYN,Neuroblastoma,out group,Peripheral Nervous System
ACH-000697,1.195347598,1,A3KAW,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000942,1.613531653,1,HPBALL,T-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000264,3.906890596,1,CALU6,Non-Small Cell Lung Cancer,out group,Lung
ACH-000809,5.692929286,1,KYSE410,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-000100,3.304511042,1,RH41,Rhabdomyosarcoma,out group,Soft Tissue
ACH-000060,4.319762428,1,PANC1005,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000001,5.749802402,1,NIHOVCAR3,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000957,6.97234802,1,LS180,Colorectal Adenocarcinoma,in group,Bowel
ACH-000650,2.821710215,1,IGR37,Melanoma,out group,Skin
ACH-001096,4.569855608,1,JR,Rhabdomyosarcoma,out group,Soft Tissue
ACH-000239,6.447744482,1,HUG1N,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000762,5.060047384,1,YD38,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000922,0.50589093,1,RCHACV,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000859,5.937815169,1,HCC1954,Breast Ductal Carcinoma In Situ,out group,Breast
ACH-000990,2.087462841,1,HEC108,Endometrial Carcinoma,out group,Uterus
ACH-000410,4.503348735,1,SAOS2,Osteosarcoma,out group,Bone
ACH-000927,4.017031081,1,BT474,Invasive Breast Carcinoma,out group,Breast
ACH-001853,7.802774832,1,KMCH1,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,out group,Liver
ACH-000694,7.219458967,1,TE9,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-000935,1.839959587,1,MDST8,Colorectal Adenocarcinoma,in group,Bowel
ACH-000918,1.333423734,1,MOLT16,T-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000761,5.630521963,1,NUGC2,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-001563,2.865918815,1,MM127,Melanoma,out group,Skin
ACH-000974,4.904484098,1,SNGM,Endometrial Carcinoma,out group,Uterus
ACH-000297,1.021479727,1,NCIH889,Lung Neuroendocrine Tumor,out group,Lung
ACH-001719,1.541019153,1,OCIC4P,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000243,5.591559746,1,DANG,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-001418,4.868390453,1,UWB1289,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000362,1.244887059,1,MOLM13,Acute Myeloid Leukemia,out group,Myeloid
ACH-000843,7.329930849,1,HARA,Non-Small Cell Lung Cancer,out group,Lung
ACH-000840,5.302319051,1,HCC366,Non-Small Cell Lung Cancer,out group,Lung
ACH-001852,6.655351829,1,HKGZCC,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-001528,1.967168608,1,IHH4,Well-Differentiated Thyroid Cancer,out group,Thyroid
ACH-001656,0.565597176,1,SKNO1,Acute Myeloid Leukemia,out group,Myeloid
ACH-000016,5.136683578,1,SLR21,Renal Cell Carcinoma,out group,Kidney
ACH-000165,1.761285273,1,HS751T,Non-Cancerous,out group,Fibroblast
ACH-001460,7.618752554,1,C84,Colorectal Adenocarcinoma,in group,Bowel
ACH-000592,5.211790976,1,TM31,Diffuse Glioma,out group,CNS/Brain
ACH-001192,1.23878686,1,SKNEP1,Ewing Sarcoma,out group,Bone
ACH-000045,0.485426827,1,MV411,Acute Myeloid Leukemia,out group,Myeloid
ACH-000741,4.850499414,1,UBLC1,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000912,4.968090752,1,NCIH2286,Lung Neuroendocrine Tumor,out group,Lung
ACH-000529,3.301587647,1,T173,Non-Cancerous,out group,Fibroblast
ACH-000508,3.56315813,1,CORL88,Lung Neuroendocrine Tumor,out group,Lung
ACH-000577,4.667892125,1,JHH2,Hepatocellular Carcinoma,out group,Liver
ACH-000768,3.641546029,1,MDAMB231,Invasive Breast Carcinoma,out group,Breast
ACH-000636,0.516015147,1,RPMI8402,T-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000667,4.203984166,1,HCC44,Non-Small Cell Lung Cancer,out group,Lung
ACH-000905,6.240886714,1,5637,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-001494,6.534497434,1,EGI1,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000387,0.895302621,1,TF1,Acute Myeloid Leukemia,out group,Myeloid
ACH-002510,0.948600847,1,M040416,Melanoma,out group,Skin
ACH-001303,0.739848103,1,NB1643,Neuroblastoma,out group,Peripheral Nervous System
ACH-000026,2.46727948,1,253JBV,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000838,1.618238656,1,AMO1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001172,3.396433531,1,U251MGDM,Diffuse Glioma,out group,CNS/Brain
ACH-000822,2.927896454,1,SKMEL24,Melanoma,out group,Skin
ACH-000531,2.757023247,1,RS5,Non-Cancerous,out group,Fibroblast
ACH-000349,2.521050737,1,HCC1500,Breast Ductal Carcinoma In Situ,out group,Breast
ACH-000527,5.66106548,1,OVISE,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000279,0.839959587,1,EWS502,Ewing Sarcoma,out group,Bone
ACH-000516,3.811471031,1,CAL78,Chondrosarcoma,out group,Bone
ACH-000812,1.815575429,1,COLO783,Melanoma,out group,Skin
ACH-001300,0.757023247,1,CHLA15,Neuroblastoma,out group,Peripheral Nervous System
ACH-000524,5.585563498,1,KURAMOCHI,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000611,1.744161096,1,SUDHL6,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000411,2.411426246,1,769P,Renal Cell Carcinoma,out group,Kidney
ACH-000718,4.318316841,1,NCIH2291,Non-Small Cell Lung Cancer,out group,Lung
ACH-000903,1.879705766,1,FTC133,Well-Differentiated Thyroid Cancer,out group,Thyroid
ACH-002021,7.17761886,1,T3M3,Gestational Trophoblastic Disease,out group,Uterus
ACH-000433,2.531069493,1,CAKI1,Renal Cell Carcinoma,out group,Kidney
ACH-000499,0.887525271,1,EW8,Ewing Sarcoma,out group,Bone
ACH-000278,5.703211467,1,COV362,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000202,1.769771739,1,COLO320,Colorectal Adenocarcinoma,in group,Bowel
ACH-001736,0.163498732,1,HB1119,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-001379,6.753952119,1,PACADD161,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000128,4.745237332,1,LN319,Diffuse Glioma,out group,CNS/Brain
ACH-000696,4.839959587,1,OVCAR8,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000041,0.847996907,1,RDES,Ewing Sarcoma,out group,Bone
ACH-000214,4.322649262,1,HS675T,Non-Cancerous,out group,Fibroblast
ACH-000747,2.577730931,1,NCIH1703,Non-Small Cell Lung Cancer,out group,Lung
ACH-001307,5.817879032,1,8505C,Anaplastic Thyroid Cancer,out group,Thyroid
ACH-000341,0.695993813,1,SKNFI,Neuroblastoma,out group,Peripheral Nervous System
ACH-001740,1.937344392,1,RH28,Rhabdomyosarcoma,out group,Soft Tissue
ACH-000417,6.445925299,1,PANC0813,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-001393,3.761285273,1,SUM190PT,Invasive Breast Carcinoma,out group,Breast
ACH-000120,2.347665656,1,CHP212,Neuroblastoma,out group,Peripheral Nervous System
ACH-001694,7.961623328,1,UPCISCC074,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-001542,5.702934532,1,KON,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-002509,3.883620816,1,WM4235,Melanoma,out group,Skin
ACH-000438,6.142004916,1,LU65,Non-Small Cell Lung Cancer,out group,Lung
ACH-001366,1.207892852,1,NGP,Neuroblastoma,out group,Peripheral Nervous System
ACH-000653,1.257010618,1,JJN3,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000839,4.637494325,1,SCABER,Bladder Squamous Cell Carcinoma,out group,Bladder/Urinary Tract
ACH-000673,3.769771739,1,LN443,Diffuse Glioma,out group,CNS/Brain
ACH-001524,7.114679353,1,HSC5,Cutaneous Squamous Cell Carcinoma,out group,Skin
ACH-000069,0.5360529,1,HS611T,Hodgkin Lymphoma,out group,Lymphoid
ACH-000323,2.23878686,1,42MGBA,Diffuse Glioma,out group,CNS/Brain
ACH-000021,3.843983844,1,NCIH1693,Non-Small Cell Lung Cancer,out group,Lung
ACH-001863,7.589538797,1,TKKK,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000980,3.836934011,1,NCIH1155,Non-Small Cell Lung Cancer,out group,Lung
ACH-000106,2.017921908,1,JVM2,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000734,5.702934532,1,JHH5,Hepatocellular Carcinoma,out group,Liver
ACH-000845,3.485426827,1,NCIH1373,Non-Small Cell Lung Cancer,out group,Lung
ACH-001982,0.137503524,1,NZM3,Melanoma,out group,Skin
ACH-000730,1.835924074,1,SKMEL5,Melanoma,out group,Skin
ACH-001334,5.838447593,1,C4I,Cervical Squamous Cell Carcinoma,out group,Cervix
ACH-000698,2.17951105,1,DMS53,Lung Neuroendocrine Tumor,out group,Lung
ACH-000802,6.629210886,1,BFTC905,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-001836,6.086401646,1,ICC108,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000573,2.545968369,1,MDAMB436,Invasive Breast Carcinoma,out group,Breast
ACH-001699,6.187451054,1,UPCISCC131,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000963,6.671717965,1,CCK81,Colorectal Adenocarcinoma,in group,Bowel
ACH-001567,2.94673086,1,MM383,Melanoma,out group,Skin
ACH-001653,6.987775616,1,SKGT2,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000852,6.032982417,1,NCIH1435,Non-Small Cell Lung Cancer,out group,Lung
ACH-001862,6.647026633,1,TGBC52TKB,Ampullary Carcinoma,out group,Ampulla of Vater
ACH-000661,3.385431037,1,WM1799,Melanoma,out group,Skin
ACH-001500,2.735522177,1,FLO1,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-001190,1.937344392,1,SKMEL2,Melanoma,out group,Skin
ACH-002467,2.22650853,1,RPE1SS51,Non-Cancerous,out group,Eye
ACH-000364,3.683696454,1,U2OS,Osteosarcoma,out group,Bone
ACH-000448,5.46727948,1,NCIH1666,Non-Small Cell Lung Cancer,out group,Lung
ACH-000932,0.871843649,1,SNU1,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000783,2.63691458,1,CAMA1,Invasive Breast Carcinoma,out group,Breast
ACH-002044,5.424586226,1,HSQ89,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000301,0.879705766,1,LAMA84,Myeloproliferative Neoplasms,out group,Myeloid
ACH-002459,2.277984747,1,HT144SKINFV3,Melanoma,out group,Skin
ACH-000976,5.894332742,1,HUCCT1,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-001516,5.320484678,1,HCSC1,Cervical Adenocarcinoma,out group,Cervix
ACH-001354,0.604071324,1,LAN2,Neuroblastoma,out group,Peripheral Nervous System
ACH-001645,2.629939409,1,SEKI,Melanoma,out group,Skin
ACH-000867,3.237257771,1,CHAGOK1,Non-Small Cell Lung Cancer,out group,Lung
ACH-000304,3.297191417,1,WM115,Melanoma,out group,Skin
ACH-002069,1.941106311,1,HSOS1,Osteosarcoma,out group,Bone
ACH-000931,5.427270935,1,HMCB,Melanoma,out group,Skin
ACH-001374,2.028569152,1,PA1,Ovarian Germ Cell Tumor,out group,Ovary/Fallopian Tube
ACH-000302,3.232660757,1,SNU1077,Endometrial Carcinoma,out group,Uterus
ACH-000305,6.881297537,1,ECGI10,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-000072,0.86393845,1,MEG01,Myeloproliferative Neoplasms,out group,Myeloid
ACH-000766,5.770300489,1,NCIH1648,Non-Small Cell Lung Cancer,out group,Lung
ACH-000533,0.275007047,1,NCIH2004RT,Rhabdoid Cancer,out group,Kidney
ACH-000343,5.386466093,1,NCIH522,Non-Small Cell Lung Cancer,out group,Lung
ACH-000171,1.384049807,1,VMRCRCZ,Renal Cell Carcinoma,out group,Kidney
ACH-000173,3.659924558,1,JHUEM3,Endometrial Carcinoma,out group,Uterus
ACH-000535,7.348197003,1,BXPC3,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000774,5.352970338,1,RERFLCAD2,Non-Small Cell Lung Cancer,out group,Lung
ACH-000178,6.746447139,1,HS766T,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-001306,2.207892852,1,8305C,Anaplastic Thyroid Cancer,out group,Thyroid
ACH-000994,5.517275693,1,HEC59,Endometrial Carcinoma,out group,Uterus
ACH-001188,0.545968369,1,SHSY5Y,Neuroblastoma,out group,Peripheral Nervous System
ACH-000372,0.40053793,1,P12ICHIKAWA,T-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000804,0.933572638,1,NB1,Neuroblastoma,out group,Peripheral Nervous System
ACH-000011,2.61117238,1,253J,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000733,4.540399306,1,NCIH1838,Non-Small Cell Lung Cancer,out group,Lung
ACH-001603,0.137503524,1,NH12,Neuroblastoma,out group,Peripheral Nervous System
ACH-000829,1.111031312,1,HUNS1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000141,6.476867689,1,SNU308,Intracholecystic Papillary Neoplasm,out group,Biliary Tract
ACH-000810,2.513490746,1,SKMEL30,Melanoma,out group,Skin
ACH-001145,0.963474124,1,OC316,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000717,5.249445341,1,COLO680N,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-000738,5.163096138,1,GB1,Diffuse Glioma,out group,CNS/Brain
ACH-001843,3.710393192,1,ICC3,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-002664,6.506843099,1,JVE253,Colorectal Adenocarcinoma,in group,Bowel
ACH-000780,0.622930351,1,NCIH1105,Lung Neuroendocrine Tumor,out group,Lung
ACH-001548,1.560714954,1,LS,Neuroblastoma,out group,Peripheral Nervous System
ACH-000759,5.685659877,1,MDAMB175VII,Invasive Breast Carcinoma,out group,Breast
ACH-001555,2.765534746,1,MERO14,Pleural Mesothelioma,out group,Pleura
ACH-001369,5.776103988,1,OCIC5X,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000969,6.85735901,1,KM12,Colorectal Adenocarcinoma,in group,Bowel
ACH-000873,5.477029653,1,KYSE270,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-001275,0.765534746,1,SYO1,Synovial Sarcoma,out group,Soft Tissue
ACH-000921,2.833902077,1,NCIH157DM,Non-Small Cell Lung Cancer,out group,Lung
ACH-001373,4.526068812,1,OV17R,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-002800,5.178714641,1,NCCMPNST2C1,Nerve Sheath Tumor,out group,Peripheral Nervous System
ACH-001022,0.879705766,1,CBAGPN,Ewing Sarcoma,out group,Bone
ACH-000082,1.555816155,1,G292CLONEA141B1,Osteosarcoma,out group,Bone
ACH-000488,6.170726276,1,TE11,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-000790,1.839959587,1,SHP77,Lung Neuroendocrine Tumor,out group,Lung
ACH-000172,0.344828497,1,TM87,Embryonal Tumor,out group,CNS/Brain
ACH-000647,5.266411766,1,TE1,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-000602,0.443606651,1,M07E,Acute Myeloid Leukemia,out group,Myeloid
ACH-000156,0.575312331,1,MHHCALL4,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-002001,4.17951105,1,A375SKINCJ1,Melanoma,out group,Skin
ACH-000315,0.526068812,1,KARPAS422,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-002446,5.754620312,1,CCLFUPGI0005T,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000201,0.5360529,1,A204,Rhabdomyosarcoma,out group,Soft Tissue
ACH-000435,4.64038956,1,EFE184,Endometrial Carcinoma,out group,Uterus
ACH-000965,3.830863757,1,RL952,Endometrial Carcinoma,out group,Uterus
ACH-001550,2.084064265,1,MCC13,Merkel Cell Carcinoma,out group,Skin
ACH-002026,3.857980995,1,HHUA,Endometrial Carcinoma,out group,Uterus
ACH-000883,3.430285273,1,SW1783,Diffuse Glioma,out group,CNS/Brain
ACH-000482,5.834660658,1,RERFLCKJ,Non-Small Cell Lung Cancer,out group,Lung
ACH-000450,0.748461233,1,MELHO,Melanoma,out group,Skin
ACH-002672,6.828199968,1,MAPACHS77,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000835,1.163498732,1,GCT,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,out group,Soft Tissue
ACH-001802,3.72900887,1,LPS853,Liposarcoma,out group,Soft Tissue
ACH-000629,2.778208576,1,IOMMLEE,Meningothelial Tumor,out group,CNS/Brain
ACH-000715,7.442528869,1,SNU1214,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000870,3.758089934,1,NCIH1930,Lung Neuroendocrine Tumor,out group,Lung
ACH-000874,0.22650853,1,RS411,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000910,1.372952098,1,MDAMB453,Invasive Breast Carcinoma,out group,Breast
ACH-000779,4.818646083,1,PC9,Non-Small Cell Lung Cancer,out group,Lung
ACH-000140,1.150559677,1,PFEIFFER,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001196,1.485426827,1,SMSCTR,Rhabdomyosarcoma,out group,Soft Tissue
ACH-001484,1.700439718,1,CI,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000693,6.529977074,1,KYSE180,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-000811,6.094447222,1,SKOV3,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000101,1.937344392,1,KE37,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000423,3.462052319,1,SKMEL3,Melanoma,out group,Skin
ACH-000290,3.415488271,1,NCIH209,Lung Neuroendocrine Tumor,out group,Lung
ACH-000492,0.40053793,1,MUTZ5,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-001519,0.176322773,1,HEMCSS,Chondrosarcoma,out group,Bone
ACH-000110,8.317141235,1,NCCSTCK140,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-001497,7.48952688,1,ESO51,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000102,3.817623258,1,GMS10,Diffuse Glioma,out group,CNS/Brain
ACH-000817,1.35614381,1,RPMI8226,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001556,5.652486495,1,MERO25,Pleural Mesothelioma,out group,Pleura
ACH-000964,0.604071324,1,MOLT3,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000378,4.792855352,1,NCIH647,Non-Small Cell Lung Cancer,out group,Lung
ACH-000913,3.765534746,1,ESS1,Uterine Sarcoma/Mesenchymal,out group,Uterus
ACH-000575,3.537296067,1,HCC364,Non-Small Cell Lung Cancer,out group,Lung
ACH-000634,1.560714954,1,LN340,Diffuse Glioma,out group,CNS/Brain
ACH-001322,2.176322773,1,CME1,Synovial Sarcoma,out group,Soft Tissue
ACH-000767,4.039138394,1,NCIH526,Lung Neuroendocrine Tumor,out group,Lung
